,Unnamed: 0,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
0,,Nifty 50,     17325.30,     17468.15,     17522.50,     17387.20,     17498.25,172.95
1,,NIFTY50 EQL Wgt,     19391.55,     19503.85,     19537.35,     19417.30,     19471.85,80.3
2,,NIFTY100 EQL Wgt,     20168.20,     20299.85,     20326.80,     20209.60,     20260.30,92.1
3,,NIFTY100 LowVol30,     12555.90,     12658.40,     12695.85,     12619.10,     12686.85,130.95
4,,NIFTY Alpha 50,     34690.35,     34975.60,     35308.75,     34875.45,     35108.45,418.1
5,,NIFTY MIDCAP 150,     10992.45,     11074.85,     11111.75,     11038.20,     11091.80,99.35
6,,NIFTY SMLCAP 50,      4753.20,      4798.55,      4816.55,      4772.65,      4782.35,29.15
7,,NIFTY SMLCAP 250,      9312.05,      9391.40,      9439.75,      9377.60,      9396.50,84.45
8,,NIFTY MIDSML 400,     10386.25,     10467.55,     10503.40,     10442.60,     10480.25,94.0
9,,NIFTY200 QUALTY30,     14210.50,     14332.05,     14334.10,     14264.15,     14317.20,106.7
10,,Nifty FinSrv25 50,     16564.25,     16727.60,     16916.35,     16672.85,     16901.85,337.6
11,,NIFTY AlphaLowVol,     16627.05,     16745.30,     16844.30,     16705.40,     16822.70,195.65
12,,Nifty200Momentm30,     20158.05,     20324.65,     20426.80,     20242.55,     20392.95,234.9
13,,Nifty100ESGSecLdr,      2923.00,      2948.85,      2955.30,      2933.85,      2949.90,26.9
14,,NIFTY100 ESG,      3450.45,      3480.20,      3489.05,      3468.60,      3477.55,27.1
15,,NIFTY M150 QLTY50,     16457.90,     16580.35,     16657.80,     16505.05,     16642.05,184.15
16,,NIFTY INDIA MFG,      7978.35,      8024.30,      8024.45,      7963.95,      7976.95,-1.4
17,,Nifty IT,     36146.75,     36493.10,     36519.75,     36244.45,     36463.55,316.8
18,,Nifty Next 50,     40811.95,     41106.75,     41377.00,     40857.15,     41054.70,242.75
19,,Nifty Bank,     35847.40,     36241.55,     36421.10,     36070.55,     36334.30,486.9
20,,NIFTY MIDCAP 100,     29342.30,     29553.20,     29661.15,     29459.55,     29590.70,248.4
21,,Nifty 500,     14761.90,     14880.70,     14924.75,     14823.55,     14896.90,135.0
22,,Nifty 100,     17523.60,     17665.60,     17718.05,     17589.15,     17684.30,160.7
23,,Nifty Midcap 50,      8044.95,      8107.45,      8140.95,      8086.25,      8132.10,87.15
24,,Nifty Realty,       455.40,       459.80,       465.95,       459.50,       462.35,6.95
25,,Nifty Infra,      4981.35,      5012.25,      5037.05,      4991.70,      5029.55,48.2
26,,Nifty Energy,     25889.95,     25959.55,     26236.35,     25689.05,     25856.20,-33.75
27,,Nifty FMCG,     35640.15,     35831.75,     36029.35,     35754.75,     35858.25,218.1
28,,Nifty MNC,     17817.45,     17939.30,     17985.75,     17845.25,     17970.45,153.0
29,,Nifty Pharma,     13771.40,     13831.35,     13840.90,     13703.35,     13745.60,-25.8
30,,Nifty PSE,      4064.30,      4069.70,      4070.85,      4040.05,      4054.50,-9.8
31,,Nifty PSU Bank,      2714.20,      2743.80,      2751.95,      2731.45,      2746.90,32.7
32,,Nifty Serv Sector,     23898.65,     24146.35,     24243.10,     24035.90,     24200.95,302.3
33,,India VIX,21.3025,21.3025,21.3025,19.7300,20.6100,-0.6925
34,,Nifty Auto,     10416.25,     10519.00,     10604.95,     10491.45,     10542.15,125.9
35,,Nifty Metal,      6571.85,      6561.30,      6561.30,      6417.45,      6428.95,-142.9
36,,Nifty Media,      2307.95,      2330.10,      2372.80,      2323.70,      2360.50,52.55
37,,NIFTY SMLCAP 100,     10264.55,     10361.20,     10405.50,     10341.20,     10364.30,99.75
38,,Nifty 200,      9130.60,      9203.50,      9231.20,      9165.60,      9213.50,82.9
39,,Nifty Div Opps 50,      3680.90,      3703.80,      3704.65,      3675.45,      3690.60,9.7
40,,Nifty Commodities,      6048.50,      6051.90,      6052.35,      5987.55,      6004.65,-43.85
41,,Nifty Consumption,      6754.30,      6808.60,      6829.25,      6779.20,      6797.65,43.35
42,,Nifty Fin Service,     16836.65,     17017.85,     17181.45,     16936.55,     17167.05,330.4
43,,Nifty50 Div Point,       189.37,       189.37,       189.37,       189.37,       189.37,0.0
44,,Nifty100 Liq 15,      4559.75,      4587.70,      4615.05,      4570.75,      4596.30,36.55
45,,Nifty CPSE,      2505.20,      2496.35,      2498.65,      2476.30,      2486.20,-19.0
46,,Nifty GrowSect 15,      7454.15,      7503.50,      7513.10,      7480.85,      7494.90,40.75
