,Unnamed: 0,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
0,,Nifty 50,     17463.80,     17554.10,     17639.45,     17427.15,     17605.85,142.05
1,,NIFTY50 EQL Wgt,     19679.90,     19748.70,     19831.20,     19623.50,     19803.10,123.2
2,,NIFTY100 EQL Wgt,     20693.55,     20755.25,     20817.30,     20623.80,     20797.40,103.85
3,,NIFTY100 LowVol30,     12981.25,     13002.20,     13051.05,     12919.95,     13038.30,57.05
4,,NIFTY Alpha 50,     33618.25,     33752.45,     34046.30,     33532.75,     34005.90,387.65
5,,NIFTY MIDCAP 150,     11394.00,     11432.40,     11440.55,     11343.15,     11419.95,25.95
6,,NIFTY SMLCAP 50,      5013.65,      5038.45,      5077.15,      5004.75,      5064.90,51.25
7,,NIFTY SMLCAP 250,      9766.05,      9799.00,      9804.10,      9707.10,      9781.05,15.0
8,,NIFTY MIDSML 400,     10805.90,     10842.30,     10848.70,     10753.00,     10827.95,22.05
9,,NIFTY200 QUALTY30,     14512.95,     14544.05,     14550.40,     14427.80,     14529.90,16.95
10,,Nifty FinSrv25 50,     17583.40,     17678.05,     17820.40,     17508.20,     17777.55,194.15
11,,NIFTY AlphaLowVol,     16891.20,     16926.10,     16963.20,     16794.70,     16947.20,56.0
12,,Nifty200Momentm30,     20087.15,     20183.85,     20248.30,     20046.25,     20228.45,141.3
13,,Nifty100ESGSecLdr,      2922.70,      2938.80,      2953.05,      2917.80,      2947.75,25.05
14,,NIFTY100 ESG,      3530.60,      3546.85,      3558.75,      3519.70,      3555.60,25.0
15,,NIFTY M150 QLTY50,     17133.50,     17180.35,     17194.90,     17059.35,     17081.00,-52.5
16,,NIFTY INDIA MFG,      8038.90,      8067.15,      8071.55,      8014.35,      8054.75,15.85
17,,Nifty IT,     34983.30,     35255.95,     35379.85,     34994.75,     35341.85,358.55
18,,Nifty Next 50,     41991.90,     42117.90,     42205.55,     41817.80,     42165.35,173.45
19,,Nifty Bank,     38610.25,     38801.45,     39197.20,     38520.00,     39010.95,400.7
20,,NIFTY MIDCAP 100,     30257.10,     30359.40,     30408.05,     30131.75,     30343.45,86.35
21,,Nifty 500,     15016.35,     15084.35,     15134.10,     14972.35,     15112.20,95.85
22,,Nifty 100,     17707.85,     17794.00,     17869.10,     17665.70,     17842.90,135.05
23,,Nifty Midcap 50,      8364.60,      8396.05,      8422.80,      8323.35,      8392.85,28.25
24,,Nifty Realty,       467.00,       470.20,       474.25,       465.15,       471.20,4.2
25,,Nifty Infra,      5030.75,      5044.55,      5058.20,      5012.00,      5048.75,18.0
26,,Nifty Energy,     24514.35,     24599.15,     24738.35,     24528.25,     24685.55,171.2
27,,Nifty FMCG,     36852.85,     36836.15,     37043.10,     36515.20,     36982.55,129.7
28,,Nifty MNC,     19158.85,     19222.70,     19223.95,     19063.65,     19183.95,25.1
29,,Nifty Pharma,     13570.30,     13602.80,     13646.50,     13505.85,     13613.05,42.75
30,,Nifty PSE,      4074.10,      4083.20,      4114.30,      4080.50,      4102.05,27.95
31,,Nifty PSU Bank,      3026.00,      3037.35,      3054.15,      3003.20,      3024.55,-1.45
32,,Nifty Serv Sector,     24383.40,     24540.00,     24692.40,     24366.45,     24647.10,263.7
33,,India VIX,18.5550,18.5550,18.9250,16.8000,17.7100,-0.845
34,,Nifty Auto,     11680.15,     11761.30,     11761.30,     11603.50,     11674.05,-6.1
35,,Nifty Metal,      5985.00,      6015.50,      6081.95,      6000.95,      6059.45,74.45
36,,Nifty Media,      2215.30,      2221.05,      2269.90,      2216.95,      2252.10,36.8
37,,NIFTY SMLCAP 100,     10902.00,     10945.55,     10964.50,     10836.00,     10952.80,50.8
38,,Nifty 200,      9251.20,      9294.35,      9329.75,      9227.10,      9315.90,64.7
39,,Nifty Div Opps 50,      3704.80,      3716.70,      3735.75,      3703.45,      3732.95,28.15
40,,Nifty Commodities,      5940.35,      5957.00,      5988.45,      5946.55,      5975.05,34.7
41,,Nifty Consumption,      6992.95,      7007.75,      7019.65,      6930.15,      7009.20,16.25
42,,Nifty Fin Service,     17860.35,     17967.05,     18145.80,     17819.20,     18068.35,208.0
43,,Nifty50 Div Point,       167.49,       168.71,       168.71,       168.71,       168.71,1.22
44,,Nifty100 Liq 15,      4617.15,      4638.75,      4651.05,      4604.50,      4643.55,26.4
45,,Nifty CPSE,      2454.25,      2464.55,      2491.00,      2462.30,      2484.60,30.35
46,,Nifty GrowSect 15,      7740.85,      7755.45,      7766.90,      7682.95,      7755.50,14.65
47,,Nifty50 PR 2x Lev,      8876.20,      8967.10,      9053.70,      8838.10,      9019.75,143.55
48,,Nifty50 PR 1x Inv,       254.20,       252.90,       254.75,       251.65,       252.15,-2.05
49,,Nifty50 TR 2x Lev,     12091.25,     12216.80,     12334.70,     12041.05,     12288.50,197.25
50,,Nifty50 TR 1x Inv,       217.90,       216.80,       218.40,       215.75,       216.15,-1.75
51,,Nifty50 Value 20,      9030.25,      9065.65,      9113.75,      9032.05,      9105.10,74.85
52,,Nifty Mid Liq 15,      7562.90,      7584.35,      7635.25,      7521.45,      7577.85,14.95
53,,Nifty Pvt Bank,     19479.70,     19571.30,     19763.70,     19417.90,     19673.10,193.4
54,,NIFTY100 Qualty30,      3867.20,      3879.00,      3885.35,      3845.00,      3881.70,14.5
