,Unnamed: 0,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
0,,Nifty 50,     17277.95,     17062.00,     17182.50,     16866.75,     17110.15,-167.8
1,,NIFTY50 EQL Wgt,     19368.65,     19185.55,     19305.30,     18970.80,     19222.30,-146.35
2,,NIFTY100 EQL Wgt,     20274.45,     20093.60,     20115.60,     19800.05,     20033.95,-240.5
3,,NIFTY100 LowVol30,     12912.05,     12804.40,     12819.05,     12628.70,     12732.05,-180.0
4,,NIFTY Alpha 50,     33609.75,     33409.25,     33409.25,     32732.95,     32965.80,-643.95
5,,NIFTY MIDCAP 150,     11221.20,     11146.80,     11146.80,     10961.50,     11095.15,-126.05
6,,NIFTY SMLCAP 50,      5087.20,      5053.65,      5086.85,      4986.75,      5036.80,-50.4
7,,NIFTY SMLCAP 250,      9713.45,      9632.15,      9735.90,      9577.75,      9668.55,-44.9
8,,NIFTY MIDSML 400,     10675.75,     10599.00,     10622.10,     10460.55,     10578.55,-97.2
9,,NIFTY200 QUALTY30,     14275.20,     14168.45,     14168.75,     13876.35,     13966.30,-308.9
10,,Nifty FinSrv25 50,     17522.85,     17290.95,     17544.30,     17135.85,     17487.40,-35.45
11,,NIFTY AlphaLowVol,     16734.00,     16571.90,     16574.95,     16212.55,     16303.95,-430.05
12,,Nifty200Momentm30,     19628.45,     19383.80,     19390.35,     18964.35,     19228.20,-400.25
13,,Nifty100ESGSecLdr,      2904.50,      2870.50,      2877.85,      2831.70,      2865.15,-39.35
14,,NIFTY100 ESG,      3493.30,      3457.40,      3458.10,      3403.20,      3440.10,-53.2
15,,NIFTY M150 QLTY50,     17097.70,     17010.90,     17022.05,     16686.05,     16791.05,-306.65
16,,NIFTY INDIA MFG,      7843.45,      7778.80,      7798.55,      7675.25,      7767.60,-75.85
17,,Nifty IT,     34707.45,     34338.10,     34362.85,     33251.70,     33475.05,-1232.4
18,,Nifty Next 50,     40998.75,     40665.05,     40671.75,     39909.45,     40299.30,-699.45
19,,Nifty Bank,     37706.75,     37058.20,     38147.65,     37012.25,     37982.10,275.35
20,,NIFTY MIDCAP 100,     29676.90,     29478.05,     29478.05,     28953.60,     29364.70,-312.2
21,,Nifty 500,     14832.20,     14671.70,     14735.75,     14489.80,     14679.70,-152.5
22,,Nifty 100,     17489.15,     17281.70,     17376.85,     17069.75,     17302.35,-186.8
23,,Nifty Midcap 50,      8213.45,      8146.90,      8163.55,      8000.45,      8144.70,-68.75
24,,Nifty Realty,       470.60,       462.25,       465.15,       451.50,       462.10,-8.5
25,,Nifty Infra,      5000.70,      4959.80,      4973.55,      4887.70,      4950.40,-50.3
26,,Nifty Energy,     24716.40,     24512.20,     24744.80,     24367.65,     24557.00,-159.4
27,,Nifty FMCG,     36382.85,     36093.70,     36228.45,     35689.20,     35966.80,-416.05
28,,Nifty MNC,     18809.80,     18709.50,     18719.15,     18407.40,     18629.10,-180.7
29,,Nifty Pharma,     13092.10,     12973.80,     12981.00,     12767.40,     12847.90,-244.2
30,,Nifty PSE,      4061.30,      4038.80,      4062.05,      4009.20,      4046.25,-15.05
31,,Nifty PSU Bank,      2767.10,      2724.20,      2914.85,      2717.65,      2907.30,140.2
32,,Nifty Serv Sector,     24272.25,     23934.20,     24114.00,     23650.65,     24015.85,-256.4
33,,India VIX,21.3575,21.3575,23.8675,20.4425,21.0650,-0.2925
34,,Nifty Auto,     11522.75,     11432.75,     11654.30,     11296.90,     11561.60,38.85
35,,Nifty Metal,      5485.15,      5411.20,      5491.45,      5329.70,      5445.90,-39.25
36,,Nifty Media,      2172.75,      2153.30,      2199.65,      2150.70,      2185.50,12.75
37,,NIFTY SMLCAP 100,     10969.05,     10889.70,     10980.10,     10793.05,     10888.80,-80.25
38,,Nifty 200,      9128.55,      9026.50,      9067.10,      8909.35,      9031.25,-97.3
