,Unnamed: 0,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
0,,Nifty 50,     16793.90,     16593.10,     16678.50,     16478.65,     16605.95,-187.95
1,,NIFTY50 EQL Wgt,     18880.20,     18733.95,     18852.85,     18632.70,     18762.00,-118.2
2,,NIFTY100 EQL Wgt,     19719.90,     19574.45,     19746.50,     19514.00,     19644.85,-75.05
3,,NIFTY100 LowVol30,     12464.55,     12361.70,     12386.35,     12269.65,     12361.20,-103.35
4,,NIFTY Alpha 50,     31885.30,     31688.60,     32315.55,     31592.20,     32108.20,222.9
5,,NIFTY MIDCAP 150,     10621.00,     10550.05,     10652.00,     10525.80,     10595.85,-25.15
6,,NIFTY SMLCAP 50,      4514.60,      4477.90,      4578.10,      4467.25,      4553.45,38.85
7,,NIFTY SMLCAP 250,      8887.65,      8823.95,      8964.75,      8811.55,      8911.10,23.45
8,,NIFTY MIDSML 400,      9996.45,      9928.15,     10042.85,      9909.45,      9988.55,-7.9
9,,NIFTY200 QUALTY30,     14042.50,     13946.95,     14003.25,     13852.30,     13938.85,-103.65
10,,Nifty FinSrv25 50,     16530.35,     16219.50,     16343.40,     16125.45,     16290.65,-239.7
11,,NIFTY AlphaLowVol,     16405.50,     16300.60,     16373.35,     16201.10,     16322.05,-83.45
12,,Nifty200Momentm30,     19335.20,     19224.00,     19377.25,     19126.40,     19285.65,-49.55
13,,Nifty100ESGSecLdr,      2835.60,      2805.95,      2822.70,      2788.60,      2807.45,-28.15
14,,NIFTY100 ESG,      3387.35,      3357.30,      3374.25,      3338.70,      3358.55,-28.8
15,,NIFTY M150 QLTY50,     16159.30,     16066.50,     16210.10,     15992.35,     16062.60,-96.7
16,,NIFTY INDIA MFG,      7697.55,      7650.85,      7739.15,      7623.90,      7659.90,-37.65
17,,Nifty IT,     33847.85,     33748.40,     33924.75,     33484.60,     33720.00,-127.85
18,,Nifty Next 50,     40052.10,     39798.85,     40267.60,     39687.50,     40063.90,11.8
19,,Nifty Bank,     36205.30,     35381.90,     35553.70,     34897.45,     35372.80,-832.5
20,,NIFTY MIDCAP 100,     28223.45,     28016.35,     28353.40,     27940.85,     28217.10,-6.35
21,,Nifty 500,     14307.95,     14161.70,     14265.50,     14104.75,     14199.80,-108.15
22,,Nifty 100,     17016.55,     16826.25,     16930.20,     16732.05,     16855.70,-160.85
23,,Nifty Midcap 50,      7810.45,      7744.70,      7827.10,      7722.40,      7793.25,-17.2
24,,Nifty Realty,       436.40,       431.80,       436.05,       427.50,       431.25,-5.15
25,,Nifty Infra,      4798.75,      4768.75,      4818.05,      4740.80,      4774.75,-24.0
26,,Nifty Energy,     24212.10,     24061.05,     24636.45,     23975.70,     24520.65,308.55
27,,Nifty FMCG,     35515.40,     35187.60,     35427.35,     35035.55,     35364.45,-150.95
28,,Nifty MNC,     18357.85,     18244.50,     18307.30,     18107.95,     18216.95,-140.9
29,,Nifty Pharma,     12927.60,     12841.25,     12938.85,     12637.80,     12689.55,-238.05
30,,Nifty PSE,      3955.30,      3955.70,      4048.60,      3936.95,      4008.65,53.35
31,,Nifty PSU Bank,      2667.60,      2643.60,      2662.05,      2601.90,      2639.20,-28.4
32,,Nifty Serv Sector,     23387.15,     23052.50,     23131.85,     22837.00,     23026.15,-361.0
33,,India VIX,28.5700,28.5700,30.8425,28.5700,29.2325,0.6625
34,,Nifty Auto,     10820.55,     10723.65,     10723.65,     10449.55,     10500.45,-320.1
35,,Nifty Metal,      5896.85,      5902.25,      6173.10,      5897.20,      6136.70,239.85
36,,Nifty Media,      2010.65,      2001.25,      2057.25,      1995.95,      2048.20,37.55
37,,NIFTY SMLCAP 100,      9844.65,      9771.15,      9955.75,      9753.05,      9893.70,49.05
38,,Nifty 200,      8855.50,      8760.85,      8819.85,      8719.80,      8782.35,-73.15
39,,Nifty Div Opps 50,      3557.00,      3538.45,      3576.50,      3525.60,      3558.70,1.7
40,,Nifty Commodities,      5669.75,      5647.50,      5765.15,      5631.70,      5732.80,63.05
41,,Nifty Consumption,      6780.60,      6722.20,      6730.05,      6634.75,      6675.45,-105.15
