,Unnamed: 0,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
0,,Nifty 50,     17464.75,     17436.90,     17703.70,     17422.70,     17670.45,205.7
1,,NIFTY50 EQL Wgt,     19445.60,     19436.25,     19715.65,     19426.50,     19683.25,237.65
2,,NIFTY100 EQL Wgt,     20248.00,     20271.40,     20586.40,     20255.85,     20553.85,305.85
3,,NIFTY100 LowVol30,     12713.30,     12710.15,     12876.85,     12684.75,     12856.20,142.9
4,,NIFTY Alpha 50,     35463.05,     35848.25,     36070.10,     35614.70,     35995.20,532.15
5,,NIFTY MIDCAP 150,     11131.10,     11146.85,     11283.65,     11132.60,     11272.80,141.7
6,,NIFTY SMLCAP 50,      4801.45,      4807.25,      4898.25,      4806.65,      4894.10,92.65
7,,NIFTY SMLCAP 250,      9441.45,      9468.75,      9626.40,      9462.00,      9620.15,178.7
8,,NIFTY MIDSML 400,     10521.50,     10541.30,     10684.35,     10531.05,     10676.15,154.65
9,,NIFTY200 QUALTY30,     14361.55,     14363.80,     14478.25,     14317.85,     14459.10,97.55
10,,Nifty FinSrv25 50,     16860.20,     16819.65,     17197.65,     16796.25,     17165.50,305.3
11,,NIFTY AlphaLowVol,     16839.95,     16861.55,     16934.55,     16798.20,     16910.90,70.95
12,,Nifty200Momentm30,     20314.70,     20318.70,     20481.15,     20292.20,     20451.10,136.4
13,,Nifty100ESGSecLdr,      2945.70,      2943.45,      2986.45,      2940.35,      2980.60,34.9
14,,NIFTY100 ESG,      3476.75,      3473.10,      3524.70,      3467.85,      3518.20,41.45
15,,NIFTY M150 QLTY50,     16679.45,     16700.10,     16788.90,     16663.55,     16733.80,54.35
16,,NIFTY INDIA MFG,      7963.05,      7970.60,      8036.35,      7954.70,      8028.05,65.0
17,,Nifty IT,     36317.20,     36228.25,     36424.60,     36039.65,     36343.40,26.2
18,,Nifty Next 50,     41115.40,     41236.35,     41823.10,     41176.30,     41754.10,638.7
19,,Nifty Bank,     36373.60,     36298.35,     37209.80,     36242.35,     37148.50,774.9
20,,NIFTY MIDCAP 100,     29692.30,     29734.60,     30167.40,     29691.70,     30134.55,442.25
21,,Nifty 500,     14894.50,     14890.10,     15111.35,     14882.60,     15087.30,192.8
22,,Nifty 100,     17660.35,     17643.90,     17912.70,     17631.10,     17879.50,219.15
23,,Nifty Midcap 50,      8183.75,      8187.15,      8319.85,      8171.75,      8308.70,124.95
24,,Nifty Realty,       463.55,       463.65,       475.50,       463.45,       474.55,11.0
25,,Nifty Infra,      5018.55,      5026.00,      5105.00,      5023.30,      5095.75,77.2
26,,Nifty Energy,     25822.00,     25921.10,     26540.85,     25893.90,     26454.50,632.5
27,,Nifty FMCG,     36287.75,     36321.45,     36829.90,     36229.90,     36712.15,424.4
28,,Nifty MNC,     18107.30,     18123.75,     18286.40,     18057.85,     18270.80,163.5
29,,Nifty Pharma,     13584.10,     13609.90,     13647.05,     13524.00,     13579.90,-4.2
30,,Nifty PSE,      4086.25,      4104.90,      4227.30,      4102.35,      4219.50,133.25
31,,Nifty PSU Bank,      2725.65,      2723.80,      2841.25,      2719.85,      2834.50,108.85
32,,Nifty Serv Sector,     24210.90,     24155.10,     24617.60,     24130.50,     24566.35,355.45
33,,India VIX,20.5600,20.5600,20.8550,18.1200,18.4350,-2.125
34,,Nifty Auto,     10552.10,     10522.20,     10692.80,     10471.75,     10676.85,124.75
35,,Nifty Metal,      6423.70,      6439.40,      6537.05,      6432.45,      6477.20,53.5
36,,Nifty Media,      2379.60,      2392.10,      2426.20,      2376.00,      2420.60,41.0
37,,NIFTY SMLCAP 100,     10436.25,     10458.80,     10619.65,     10446.15,     10611.25,175.0
38,,Nifty 200,      9207.00,      9201.35,      9340.60,      9195.65,      9324.35,117.35
39,,Nifty Div Opps 50,      3705.90,      3702.35,      3757.55,      3700.85,      3751.00,45.1
40,,Nifty Commodities,      5995.20,      6015.75,      6086.70,      6012.85,      6074.80,79.6
41,,Nifty Consumption,      6829.35,      6843.05,      6922.05,      6828.00,      6909.75,80.4
42,,Nifty Fin Service,     17147.15,     17093.25,     17501.50,     17067.50,     17467.15,320.0
43,,Nifty50 Div Point,       189.37,          .00,          .00,          .00,       189.37,0.0
44,,Nifty100 Liq 15,      4591.80,      4588.55,      4664.40,      4586.40,      4654.10,62.3
45,,Nifty CPSE,      2501.15,      2513.95,      2585.50,      2509.80,      2580.35,79.2
46,,Nifty GrowSect 15,      7496.50,      7508.20,      7579.95,      7475.45,      7565.50,69.0
47,,Nifty50 PR 2x Lev,      8760.50,      8731.65,      8998.10,      8726.45,      8965.95,205.45
48,,Nifty50 PR 1x Inv,       253.25,       253.70,       253.75,       249.85,       250.30,-2.95
49,,Nifty50 TR 2x Lev,     11964.80,     11925.40,     12289.30,     11918.30,     12245.40,280.6
50,,Nifty50 TR 1x Inv,       216.80,       217.20,       217.25,       213.90,       214.30,-2.5
51,,Nifty50 Value 20,      9122.40,      9105.80,      9230.15,      9101.70,      9211.50,89.1
52,,Nifty Mid Liq 15,      7351.05,      7344.05,      7517.10,      7324.85,      7505.95,154.9
53,,Nifty Pvt Bank,     18420.80,     18381.60,     18859.95,     18352.10,     18831.05,410.25
54,,NIFTY100 Qualty30,      3785.30,      3785.50,      3829.00,      3775.00,      3822.55,37.25
55,,Nifty GS 8 13Yr,      2282.58,      2283.00,      2283.00,      2283.00,      2283.00,0.42
56,,Nifty GS 10Yr,      2038.07,      2038.44,      2038.44,      2038.44,      2038.44,0.37
57,,Nifty GS 10Yr Cln,       898.44,       898.44,       898.44,       898.44,       898.44,0.0
58,,Nifty GS 4 8Yr,      2508.11,      2508.56,      2508.56,      2508.56,      2508.56,0.45
59,,Nifty GS 11 15Yr,      2460.87,      2461.34,      2461.34,      2461.34,      2461.34,0.47
60,,Nifty GS 15YrPlus,      2682.33,      2682.86,      2682.86,      2682.86,      2682.86,0.53
61,,Nifty GS Compsite,      2360.28,      2360.70,      2360.70,      2360.70,      2360.70,0.42
62,,NIFTY HEALTHCARE,      8471.60,      8491.35,      8502.20,      8421.75,      8457.70,-13.9
63,,NIFTY CONSR DURBL,     27141.25,     27162.05,     27316.55,     27099.95,     27286.55,145.3
64,,NIFTY OIL AND GAS,      7866.25,      7896.60,      8072.55,      7884.70,      8047.85,181.6
65,,NIFTY500 MULTICAP,      9712.95,      9718.90,      9862.55,      9715.00,      9850.25,137.3
66,,NIFTY LARGEMID250,      9650.20,      9652.55,      9785.10,      9646.40,      9771.50,121.3
