,Unnamed: 0,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
0,,Nifty 50,     17136.55,     17234.60,     17414.70,     17215.50,     17392.60,256.05
1,,NIFTY50 EQL Wgt,     19651.85,     19731.95,     19929.25,     19715.05,     19912.00,260.15
2,,NIFTY100 EQL Wgt,     20680.95,     20796.55,     20964.90,     20763.45,     20947.90,266.95
3,,NIFTY100 LowVol30,     12740.80,     12782.75,     12909.10,     12778.05,     12895.65,154.85
4,,NIFTY Alpha 50,     35083.90,     35470.55,     35900.45,     35388.60,     35782.80,698.9
5,,NIFTY MIDCAP 150,     11329.80,     11411.70,     11460.60,     11401.25,     11447.05,117.25
6,,NIFTY SMLCAP 50,      4763.35,      4811.70,      4866.20,      4811.20,      4852.90,89.55
7,,NIFTY SMLCAP 250,      9622.75,      9709.95,      9765.35,      9709.40,      9744.85,122.1
8,,NIFTY MIDSML 400,     10713.85,     10797.55,     10847.65,     10793.90,     10832.70,118.85
9,,NIFTY200 QUALTY30,     14195.15,     14249.90,     14399.65,     14238.30,     14381.05,185.9
10,,Nifty FinSrv25 50,     16518.35,     16612.85,     16802.90,     16556.20,     16772.00,253.65
11,,NIFTY AlphaLowVol,     16682.40,     16750.40,     16886.00,     16729.40,     16866.05,183.65
12,,Nifty200Momentm30,     19778.40,     19936.20,     20114.60,     19838.60,     20092.65,314.25
13,,Nifty100ESGSecLdr,      2881.85,      2900.10,      2929.45,      2895.15,      2925.30,43.45
14,,NIFTY100 ESG,      3452.50,      3471.75,      3501.55,      3464.00,      3499.10,46.6
15,,NIFTY M150 QLTY50,     16675.90,     16747.65,     16864.95,     16733.60,     16844.40,168.5
16,,NIFTY INDIA MFG,      8159.60,      8196.55,      8260.05,      8190.00,      8253.70,94.1
17,,Nifty IT,     32173.35,     32399.60,     32700.00,     32145.30,     32611.60,438.25
18,,Nifty Next 50,     42713.00,     43037.95,     43326.20,     42890.35,     43256.15,543.15
19,,Nifty Bank,     36314.90,     36513.10,     36913.35,     36395.70,     36816.10,501.2
20,,NIFTY MIDCAP 100,     30279.25,     30504.20,     30642.30,     30478.35,     30603.30,324.05
21,,Nifty 500,     14850.30,     14946.30,     15067.45,     14929.15,     15053.95,203.65
22,,Nifty 100,     17496.65,     17602.60,     17766.90,     17578.00,     17750.20,253.55
23,,Nifty Midcap 50,      8294.05,      8347.70,      8396.35,      8342.70,      8386.70,92.65
24,,Nifty Realty,       449.35,       453.70,       455.95,       450.65,       454.40,5.05
25,,Nifty Infra,      5169.30,      5205.55,      5246.20,      5194.80,      5237.85,68.55
26,,Nifty Energy,     28690.70,     28965.10,     29086.20,     28774.00,     29026.00,335.3
27,,Nifty FMCG,     37722.80,     37859.95,     38087.35,     37773.70,     38005.90,283.1
28,,Nifty MNC,     18483.00,     18537.85,     18694.60,     18493.30,     18678.60,195.6
29,,Nifty Pharma,     13660.65,     13703.60,     13838.10,     13670.25,     13821.30,160.65
